AAABAABAACAA,AAABAABAACAAA,S.E.E.ES..
AAAACAAAABBAAAB,AAAACAAAABBAAABC,...E.S...E
AAAAAA,AAAAAAA,..........
AAAACAACBABAA,AAAACAACBABAAA,E..E....EE
AAABBBACABABAB,AAABBBACABABABB,E.....EE..
AAABBABABCBCA,AAABBABABCBCAA,...S.E....
AAAAAAAABAAAAAB,AAAAAAAABAAAAABC,.E......SE
AAABAABAABCABAA,AAABAABAABCABAAA,.S.EE...ES
AAAACAAAABBABAB,AAAACAAAABBABABA,ES..E.E.E.
AAABBBACBCABBCA,AAABBBACBCABBCAA,.........E
AAAACAAABAABAAC,AAAACAAABAABAACB,...E.S....
AAABBBBBAAAAAAB,AAABBBBBAAAAAABC,.EEE....S.
AAABBBACBCBAA,AAABBBACBCBAAB,E...E...E.
AAAACAACBACBCB,AAAACAACBACBCBB,E.S.EEE...
AAABBBAAABAABAA,AAABBBAAABAABAAB,..S.E.....
AAABBBACBACBAAA,AAABBBACBACBAAAA,..EES...S.
AAABBCABCBAAABB,AAABBCABCBAAABBB,E.E.E.ESE.
AAABAACBABBBAAA,AAABAACBABBBAAAA,E.ES.E....
AAAACAAAABBACB,AAAACAAAABBACBA,.EE....EE.
AAABBBCBAACBBAB,AAABBBCBAACBBABA,...EE....E
AAABBBBAAACACB,AAABBBBAAACACBA,..S.......
AAABAAAAABAAB,AAABAAAAABAABC,E..E.EE.E.
AAABBBCAAAABB,AAABBBCAAAABBB,...S.S....
AAABBBCAAAAABBB,AAABBBCAAAAABBBA,E..E...E..
AAABAACBABBBABA,AAABAACBABBBABAA,.........S
AAAACAAAACCAAA,AAAACAAAACCAAAB,....E.E...
AAABBBACBCBBA,AAABBBACBCBBAA,..SE..E...
AAABBABABBBBC,AAABBABABBBBCA,....E.....
AAABBBBABA,AAABBBBABAC,.S...E.EEE
AAAAAAAABCABB,AAAAAAAABCABBB,......E...
AAABBBACBBCBCAB,AAABBBACBBCBCABA,...SE...S.
AAABBABABBBCBB,AAABBABABBBCBBB,......S...
AAAACAAAABBABB,AAAACAAAABBABBB,.E..E..EEE
AAABBBBABABBAB,AAABBBBABABBABB,E..EEE...S
AAABBBBABACA,AAABBBBABACAB,S.ESE.S.E.
AAABBABABBAA,AAABBABABBAAA,SEE..EEES.
AAAACAAABABCCC,AAAACAAABABCCCB,..S.E.....
AAABBBCBABAAABA,AAABBBCBABAAABAB,..ES......
AAABAACBABABAB,AAABAACBABABABB,EE.E......
AAABAABABABABAA,AAABAABABABABAAC,.E..E..E..
AAABBAAABACABBB,AAABBAAABACABBBB,.SS.SE..E.
AAABAACBAAAABAA,AAABAACBAAAABAAA,.EE.E....E
AAABBBACCAABBA,AAABBBACCAABBAC,..........
AAABBCABCAA,AAABBCABCAAA,EE.E.E.S..
AAAABAABBAAAAAA,AAAABAABBAAAAAAA,.....E.EES
AAABAACBABBAAA,AAABAACBABBAAAB,.E..E..SS.
AAABBBACBCCBAB,AAABBBACBCCBABC,...E.....E
AAABBBACBAAAA,AAABBBACBAAAAA,..S...E.SE
AAAAAABABBAAAA,AAAAAABABBAAAAB,..EE.E...E
AAAACAAAACAC,AAAACAAAACACC,.........S
AAABBABABBBCAB,AAABBABABBBCABA,..SS.EESE.
AAABAABBBCAAAA,AAABAABBBCAAAAC,SEEE....S.
AAABAAAAACABBB,AAABAAAAACABBBB,...E....E.
AAABBBABABBABC,AAABBBABABBABCA,E.........
AAAACAAAABBABCA,AAAACAAAABBABCAC,..E.ESE..E
AAABBBCAAAABCA,AAABBBCAAAABCAC,.S........
AAAAAAAABABAAC,AAAAAAAABABAACA,...E.EEE..
AAAABAABCBABCA,AAAABAABCBABCAA,..E...SSE.
AAAABAABBACBAB,AAAABAABBACBABA,..E.E.....
AAABBBCBABABAB,AAABBBCBABABABA,E.E...E...
AAABBCABAAAAAA,AAABBCABAAAAAAC,......E.EE
AAABAACABAAAA,AAABAACABAAAAA,E..ES.E.E.
AAAAAAAAAAABCBC,AAAAAAAAAAABCBCC,.E..S....S
AAABBBAAABABCB,AAABBBAAABABCBC,.....E....
AAAACAAABCABBA,AAAACAAABCABBAB,.E...SEEEE
AAAABAABBBABABA,AAAABAABBBABABAC,.......S..
AAABBBCBABAAAAB,AAABBBCBABAAAABA,.EEE.SEES.
AAABBBBAAABACCA,AAABBBBAAABACCAB,.......S.S
AAABBBCBABAACA,AAABBBCBABAACAC,ES.E.ES...
AAABBBCBABAB,AAABBBCBABABA,S..E...S..
AAAAAAAAABBAACA,AAAAAAAAABBAACAA,........EE
AAABAACBABCABAB,AAABAACBABCABABC,E..S.E.EE.
AAABBBACCABABA,AAABBBACCABABAC,.S..E.ES..
AAABBBCBAABB,AAABBBCBAABBA,...SSS..SE
AAAABAAABAAABA,AAAABAAABAAABAB,...E...E..
AAAAAAAAACCCBAA,AAAAAAAAACCCBAAA,.E.......S
AAAABAABCBBBCA,AAAABAABCBBBCAC,...E..E...
AAABAACAABBABCA,AAABAACAABBABCAB,...S....SS
AAABBABABBBCCBC,AAABBABABBBCCBCB,E....ES..E
AAAACABAAAA,AAAACABAAAAA,......E.E.
AAABBBCABBBAA,AAABBBCABBBAAA,....E..SE.
AAAAAAAAAAABCBA,AAAAAAAAAAABCBAC,.S.....ES.
AAABAACABAAA,AAABAACABAAAB,......ES.S
AAABBBACBCCBAAC,AAABBBACBCCBAACB,S...SESE..
AAABAABABABABA,AAABAABABABABAB,....S...E.
AAAAAAAABCAAAAC,AAAAAAAABCAAAACB,.SE...EE..
AAABBABABBAAAAC,AAABBABABBAAAACC,E..SE.S.E.
AAAAAAAAACBCBC,AAAAAAAAACBCBCA,.EEEEE....
AAABAACBABABBBB,AAABAACBABABBBBB,.....E....
AAABAACBABCAAA,AAABAACBABCAAAA,......S.E.
AAAAAAAABAAAAA,AAAAAAAABAAAAAB,EES.SS...E
AAABBCAAABABAAA,AAABBCAAABABAAAA,S..ES..E..
AAABBCABBACB,AAABBCABBACBA,S..ES...S.
AAABBAAABAAAAAA,AAABBAAABAAAAAAB,...EE.E...
AAABBCABAAACCA,AAABBCABAAACCAA,E.....E.E.
AAABAACABAABBBA,AAABAACABAABBBAB,....SS....
AAAAAAAAACBCB,AAAAAAAAACBCBB,....E...E.
AAAABAABAACACB,AAAABAABAACACBA,....E.EE..
AAAACAABACBB,AAAACAABACBBB,.....SS...
AAABAAAAACAAAAA,AAABAAAAACAAAAAA,EE....S.S.
AAABBBBBAABAA,AAABBBBBAABAAB,.....SE...
AAABBBABABAAC,AAABBBABABAACA,S...E.....
AAAACAAAACAC,AAAACAAAACACA,....S...E.
AAABAABAAABBAB,AAABAABAAABBABB,E...E...S.
AAABBABAAAC,AAABBABAAACA,....E...E.
AAAACAAAACABBBA,AAAACAAAACABBBAB,E.SE...ES.
AAAACAAABABCBB,AAAACAAABABCBBC,E.E...E..E
AAABBBACABAABBA,AAABBBACABAABBAA,...EE.E...
AAAABAABCBBA,AAAABAABCBBAA,E..E....SE
AAABBCABAABAACC,AAABBCABAABAACCA,E......E..
AAABAAAAACAAAC,AAABAAAAACAAACC,E..EE..EEE
AAAACAACBBBAABA,AAAACAACBBBAABAB,..ES.S.E..
AAAAAAAABCACAAC,AAAAAAAABCACAACA,S..ESS.E..
AAABBBCABAABCA,AAABBBCABAABCAA,.SES......
AAABBAAAAACBBAA,AAABBAAAAACBBAAC,.ES.....E.
AAABBBBACAAAB,AAABBBBACAAABC,..S.......
AAAAAAAAABBAAC,AAAAAAAAABBAACA,S.E.......
AAABAACBAAABBBA,AAABAACBAAABBBAA,.EE..E..E.
AAABAACBABABBB,AAABAACBABABBBC,.....E.E.E
AAABBBBABABBBB,AAABBBBABABBBBC,E.E.S...E.
AAABBBACBCCACBB,AAABBBACBCCACBBB,..E..E....
AAABBBBAAAAAAAA,AAABBBBAAAAAAAAA,.E..E.EE.S
AAAAAAAABCACBCA,AAAAAAAABCACBCAA,.E...E....
AAABBBACCAABBAC,AAABBBACCAABBACA,.....S....
AAABAABAAAAAABC,AAABAABAAAAAABCA,E.E.....E.
AAABBBAAABACA,AAABBBAAABACAA,....S.S.S.
AAABBBACABCA,AAABBBACABCAA,E..E.E.EE.
AAABBABABAABCA,AAABBABABAABCAC,...S.E....
AAAACAAACBAACAB,AAAACAAACBAACABA,.......E..
AAABBCAAAAABBC,AAABBCAAAAABBCC,...E...S..
AAABAACBBABBAA,AAABAACBBABBAAA,S..E.....E
AAABBAAABAC,AAABBAAABACA,E...S...S.
AAABAACAABBCABB,AAABAACAABBCABBB,E..E.E..EE
AAABAACABAAACBB,AAABAACABAAACBBC,E..S......
AAABBBAAABBAA,AAABBBAAABBAAA,.......E.E
AAABBBBAAABAC,AAABBBBAAABACB,..EEEE.E..
AAABBBACAACACB,AAABBBACAACACBA,E..E.ESE..
AAAAAAAAACBCACA,AAAAAAAAACBCACAA,E..EE.E.E.
AAABBAAABBAABAA,AAABBAAABBAABAAA,.E..S..SE.
AAAABAABBBACAAA,AAAABAABBBACAAAC,E..E..SS..
AAABBBACBACBCAB,AAABBBACBACBCABA,......E.E.
AAAACAAABAAABBA,AAAACAAABAAABBAC,E.E.E.EE..
AAAAAAAAACCABA,AAAAAAAAACCABAC,..SSEEE..E
AAABBBCABBBCBA,AAABBBCABBBCBAB,...ES..EE.
AAABBBAAABAABCA,AAABBBAAABAABCAA,...E......
AAABBCABAABCA,AAABBCABAABCAA,....E.E...
AAABBBACBBCAAAA,AAABBBACBBCAAAAB,...S....S.
AAABAACBAACA,AAABAACBAACAA,E..E.EE.SS
AAABBCABCBABABA,AAABBCABCBABABAB,SE.S......
AAAACAACAAAABAA,AAAACAACAAAABAAA,E..SS..S.E
AAAACAAABAAABAC,AAAACAAABAAABACA,E....E....
AAAACAABACBAA,AAAACAABACBAAA,....E...ES
AAAABAABCBBABA,AAAABAABCBBABAA,E.S..S..E.
AAAAAAAAAAABA,AAAAAAAAAAABAA,..S...E...
AAABBBACAACAAC,AAABBBACAACAACB,..S..SE...
AAABBBAAABACACB,AAABBBAAABACACBA,..E...EE..
AAAACAAACBBAC,AAAACAAACBBACC,..E...EE..
AAAACAAABBAACA,AAAACAAABBAACAA,S....E....
AAAAAAAAAABAA,AAAAAAAAAABAAA,..........
AAABBBCAAAACAAC,AAABBBCAAAACAACB,S...S.....
AAAAAABABBAAABB,AAAAAABABBAAABBA,....EE....
AAABBBAAABCAB,AAABBBAAABCABA,.S.SE.EE..
AAABBBCABBBAAAC,AAABBBCABBBAAACA,....E.E...
AAABBCABCAAAAAB,AAABBCABCAAAAABA,E...E.E...
AAABBBAAABBCAA,AAABBBAAABBCAAC,E.S.E.S...
AAABBBACBCBCAA,AAABBBACBCBCAAB,S...E.SS.E
AAABAABAAAAA,AAABAABAAAAAC,.E...E.S..
AAABBBCBAACAAA,AAABBBCBAACAAAA,..E...SESE
AAAAAAAAABAAAC,AAAAAAAAABAAACB,.SEES...E.
AAABAABABACAB,AAABAABABACABB,ES..E.....
AAAAAABAABBAB,AAAAAABAABBABA,S.S...ESE.
AAAABAABBAAAA,AAAABAABBAAAAA,.ES.E.S.S.
AAABBBABAAACAB,AAABBBABAAACABB,..SSE.S.EE
AAAACAAACBBBAAA,AAAACAAACBBBAAAB,...SES..E.
AAAAAAAABBCBA,AAAAAAAABBCBAA,.......S..
AAAACAAABBBCBAA,AAAACAAABBBCBAAA,E.........
AAAAAAAAACBA,AAAAAAAAACBAC,..........
AAABAABAAAAA,AAABAABAAAAAB,E.......E.
AAABBBCBABBABBA,AAABBBCBABBABBAA,E.E.ES..E.
AAABBAAABAAB,AAABBAAABAABA,....S..EE.
AAAABAABCBACCA,AAAABAABCBACCAB,..........
AAABBAAAAABACAC,AAABBAAAAABACACA,.........E
AAAACABAAAAAAAB,AAAACABAAAAAAABB,.....EE..S
AAAAAABABBBABAC,AAAAAABABBBABACC,E.E.......
AAABBBAAAAAB,AAABBBAAAAABA,...SE...S.
AAABBBACBACBCBB,AAABBBACBACBCBBA,....EE.EE.
AAABBCABAAACAAB,AAABBCABAAACAABA,.....SS.E.
AAABBABABAAABAB,AAABBABABAAABABB,.SEE....EE
AAABAACBABCACBB,AAABAACBABCACBBC,S.E.....E.
AAAAAABACAAAAAA,AAAAAABACAAAAAAC,.....E....
AAABBCAAAAABB,AAABBCAAAAABBC,ES..E..E..
AAABBCABBAB,AAABBCABBABA,..EESE....
AAAACAAABACABAB,AAAACAAABACABABA,......E.E.
AAAABAABCBCACCA,AAAABAABCBCACCAB,.S...E..SS
AAABBBACBCBAABA,AAABBBACBCBAABAC,.EEE......
AAABBBCBAACBBA,AAABBBCBAACBBAB,E..EEE....
AAAAAAAAACBCCA,AAAAAAAAACBCCAC,...E.EE...
AAAAAABABAAAAAB,AAAAAABABAAAAABA,EE.SE.....
AAAAAAAABCACBAB,AAAAAAAABCACBABA,EE.E..SE..
AAABBBABABBAABA,AAABBBABABBAABAB,.....S...E
AAABBBBABABBA,AAABBBBABABBAB,....E..EE.
AAABAABAABAAB,AAABAABAABAABA,.S..E.ESEE
AAABAABBBCAAABA,AAABAABBBCAAABAB,.......S..
AAAAAABABBAB,AAAAAABABBABC,..S.......
AAAAAAAAACCACAA,AAAAAAAAACCACAAA,E.....E..E
AAABBABABAAAA,AAABBABABAAAAA,..........
AAABBCBA,AAABBCBAB,.E.S.....E
AAABAABBA,AAABAABBAA,.E....S.S.
AAAABAAAAAABAAA,AAAABAAAAAABAAAA,E..S.E....
AAABAABBBCBAA,AAABAABBBCBAAB,.....S....
AAABBAAAAABAAAB,AAABBAAAAABAAABB,E.S..S....
AAABBBACBBAAABA,AAABBBACBBAAABAA,.....E..E.
AAAAAABABAAA,AAAAAABABAAAC,SSE..SE...
AAAABAAAAAABABA,AAAABAAAAAABABAC,......E...
AAABBBABABABAAB,AAABBBABABABAABA,..E.E.EE.S
AAABBBAAABABA,AAABBBAAABABAB,.ES....E.S
AAABBCABBAAA,AAABBCABBAAAB,E..E..E.E.
AAAACAACBAB,AAAACAACBABC,E........E
AAABBAAABABAA,AAABBAAABABAAA,ESE.E..E.E
AAABAAAAABAAABB,AAABAAAAABAAABBA,E......E..
AAABBBAAABABB,AAABBBAAABABBA,S.E.ES....
AAAAAAAAACCBCBB,AAAAAAAAACCBCBBB,SEEE......
AAAABAABCBCAAAC,AAAABAABCBCAAACA,..E.......
AAAACAABAAAAB,AAAACAABAAAABB,ES.....E..
AAABBBCABBBCCBB,AAABBBCABBBCCBBB,..E.....EE
AAABBBCABCAAA,AAABBBCABCAAAC,S.....EES.
AAABBBACBCBCA,AAABBBACBCBCAA,S.....SSE.
AAAACAACAAABAA,AAAACAACAAABAAB,..E..E.SE.
AAAABAABB,AAAABAABBA,.....E.E..
AAABBBACBBCBAAC,AAABBBACBBCBAACB,.E....E.E.
AAABBBCBAACABA,AAABBBCBAACABAA,S.......E.
AAABBBACBCBBBCB,AAABBBACBCBBBCBA,.....S..S.
AAABAABABABABAB,AAABAABABABABABA,.....SE.SS
AAAACAAABAABAC,AAAACAAABAABACC,..E.E.SSE.
AAABAABAABBAAAC,AAABAABAABBAAACA,..E.SE.EE.
AAAAAAAABBA,AAAAAAAABBAA,EESS.ES..E
AAAABAABCBACABA,AAAABAABCBACABAB,..S.S..E.S
AAAACAAABAABACC,AAAACAAABAABACCA,EE.S......
AAABBBABAAABA,AAABBBABAAABAA,E.S..E....
AAAACAACBABCAA,AAAACAACBABCAAA,E.EE.....E
AAABBAAABCBAA,AAABBAAABCBAAA,...E.EE...
AAABBABABBAAABA,AAABBABABBAAABAC,.E.EE.....
AAAAAAAAAAAABAC,AAAAAAAAAAAABACA,.E.E.SEEE.
AAAACAACAAABABC,AAAACAACAAABABCB,EES..S....
AAABBABABAABCA,AAABBABABAABCAB,....E....S
AAABBBBACAAABBA,AAABBBBACAAABBAA,....E...EE
AAAAAABABAAAB,AAAAAABABAAABB,.ESE.SE.S.
AAABAACBAAACB,AAABAACBAAACBC,S.EE......
AAABBABABCABCBB,AAABBABABCABCBBB,.E.S..E...
AAABBBAAABACA,AAABBBAAABACAC,......S...
AAAABAABBAAACA,AAAABAABBAAACAB,.SS.....E.
AAABBAAAAACAABB,AAABBAAAAACAABBA,EE..E.E.S.
AAAACAAABACABBA,AAAACAAABACABBAB,..E.....SE
AAAAAABAAAAAAAC,AAAAAABAAAAAAACB,.EE....S..
AAAACAAAACAAAAA,AAAACAAAACAAAAAB,.E.....E.S
AAAACAAACABB,AAAACAAACABBB,...E...S.S
AAAACAABACBBA,AAAACAABACBBAB,.E....S...
AAABBABABCAABAA,AAABBABABCAABAAA,......S.S.
AAABAACBAABAAAA,AAABAACBAABAAAAB,E..EE....E
AAABBBACBBCBBBB,AAABBBACBBCBBBBB,E..EEE.S..
AAAACAAACABCBA,AAAACAAACABCBAC,.E...E.S..
AAABBBABAAACBAB,AAABBBABAAACBABA,.E....E...
AAABBCABBABBAAA,AAABBCABBABBAAAC,.....E..E.
AAABBBCBABBAACB,AAABBBCBABBAACBB,......E..E
AAAAAABAC,AAAAAABACA,.E.E..E...
AAABBCABCBAAB,AAABBCABCBAABC,...E......
AAABBABABBBBCAA,AAABBABABBBBCAAB,..........
AAABBBAAABBC,AAABBBAAABBCA,SS...S.E..
AAABBCAAABABCB,AAABBCAAABABCBA,.....E....
AAABBAAABBBA,AAABBAAABBBAB,.SE.......
AAABAACABABACCC,AAABAACABABACCCB,..E..EE.S.
AAABBCABCABAABA,AAABBCABCABAABAB,..E......E
AAABBBBAABBCBAA,AAABBBBAABBCBAAA,.E..E....E
AAAACAACBABCAA,AAAACAACBABCAAC,.E..E..E..
AAAAAAAABAAA,AAAAAAAABAAAC,ES.S....E.
AAABAACBBAAABB,AAABAACBBAAABBA,.....S...E
AAAACAACAAABBB,AAAACAACAAABBBC,EES.E..SE.
AAABBAAABCAAAAB,AAABBAAABCAAAABC,.......EE.
AAABBBACCABABAB,AAABBBACCABABABB,E...ESE.E.
AAABBBCABCACAAA,AAABBBCABCACAAAC,....SE....
AAABBBACBCCCAAB,AAABBBACBCCCAABB,...E..EE..
AAAACAAACABACAB,AAAACAAACABACABA,......E...
AAAACAAAAABABAA,AAAACAAAAABABAAB,E.SES.EESE
AAAACAACBABBAB,AAAACAACBABBABA,.E...S....
AAABAABBBAAAA,AAABAABBBAAAAA,EE..E.....
AAAABAABCBCAABB,AAAABAABCBCAABBB,..EE......
AAAACAAABABCBAC,AAAACAAABABCBACB,E.E.....E.
AAAACAAABBBC,AAAACAAABBBCB,S........E
AAABAAAAAAAABAB,AAABAAAAAAAABABA,ES....S..S
AAABBBAAACAABBB,AAABBBAAACAABBBA,..S...S...
AAABAABBBBBABBA,AAABAABBBBBABBAA,...E..S...
AAABBCABBAAAA,AAABBCABBAAAAA,E....E....
AAAABAABCBACCCB,AAAABAABCBACCCBA,....S.....
AAAAAABABBBAAA,AAAAAABABBBAAAB,E.E..E..S.
AAABAABAAABCBA,AAABAABAAABCBAA,..........
AAABAABABAABBAA,AAABAABABAABBAAA,..........
AAABBCABCAB,AAABBCABCABB,E..SES..EE
AAABAABBAAAAA,AAABAABBAAAAAC,...E.S..E.
AAABBBBAABBBAAA,AAABBBBAABBBAAAB,......E..S
AAAACAABABBBABA,AAAACAABABBBABAA,.S.S.E.E.S
AAABBBBAAABBABC,AAABBBBAAABBABCA,...E.....S
AAABAAAAACAABBA,AAABAAAAACAABBAB,..E..S..SE
AAAACAAAACAB,AAAACAAAACABC,..S.ES...E
AAABBBACAACACB,AAABBBACAACACBB,..E....E.E
AAABBCAAABCAA,AAABBCAAABCAAB,.ESE...S..
AAAAAAAAACCBCCA,AAAAAAAAACCBCCAB,E.EE.....E
AAAACAAAACACBA,AAAACAAAACACBAB,....EE....
AAAACAAACBBB,AAAACAAACBBBA,..S....S..
AAABAABBBAAABBA,AAABAABBBAAABBAB,..S.SESSE.
AAAAAAAAACBCCBB,AAAAAAAAACBCCBBA,S..E.E..E.
AAABBCABCBAABA,AAABBCABCBAABAA,.E..S.ESEE
AAABBBACAACBAAA,AAABBBACAACBAAAA,.EEE..EE.E
AAABAACBAABACBA,AAABAACBAABACBAC,.....ES.E.
AAABBBCBAABAABA,AAABBBCBAABAABAA,S...E.SE..
AAAABAABBBACBAA,AAAABAABBBACBAAB,....ESEE..
AAAACAABACBAAAB,AAAACAABACBAAABB,.E.S....E.
AAAACAAABAABAA,AAAACAAABAABAAA,....S....E
AAABAABBBAAABCA,AAABAABBBAAABCAB,SE.E...SE.
AAAACAAACBBBBA,AAAACAAACBBBBAB,EE...S..S.
AAABBBBAABAABCB,AAABBBBAABAABCBB,E...E.....
AAABBABABCABBA,AAABBABABCABBAB,E.S......E
AAABBCAAABCAAAA,AAABBCAAABCAAAAB,...S......
AAABBBABABBABBB,AAABBBABABBABBBB,S..E......
AAABBBCABAAABAA,AAABBBCABAAABAAC,.E...E....
AAABBAAABACBCAB,AAABBAAABACBCABB,...E.S...E
AAABAACBAAABB,AAABAACBAAABBB,E.E.S.E.S.
AAABBBCBAABBA,AAABBBCBAABBAA,..S.EE....
AAABBBACCABABAA,AAABBBACCABABAAB,E.S..E..S.
AAABBBBABABBBBC,AAABBBBABABBBBCA,E..E..E...
AAABAACBABCABAB,AAABAACBABCABABA,.E.....E..
AAABBCAAAABAABA,AAABBCAAAABAABAB,E.E..EE.S.
AAAABAABCBBAAC,AAAABAABCBBAACC,.E.S..SS..
AAAAAAAABAAAC,AAAAAAAABAAACC,S.........
AAABBAAAAABABAA,AAABBAAAAABABAAA,.....SE..E
AAAACAAAACCAAAA,AAAACAAAACCAAAAC,E..ES....E
AAABBABAABABBAC,AAABBABAABABBACC,S...SE....
AAAACAAAAACAA,AAAACAAAAACAAB,E.S....E.E
AAAACAAAAACAAAA,AAAACAAAAACAAAAA,.SSE..ES.S
AAABBBCAAAABCAA,AAABBBCAAAABCAAB,E...S...E.
AAABBBABABBCBA,AAABBBABABBCBAB,E....SEE..
AAAABAABBBABAAC,AAAABAABBBABAACB,E..S.E....
AAABBBAAAC,AAABBBAAACA,E....S.E..
AAABAAAAABAABCB,AAABAAAAABAABCBA,SEE..S....
AAABBBACAABAAAB,AAABBBACAABAAABA,.E......S.
AAAACAAACBBAAB,AAAACAAACBBAABA,ESES.E.S..
AAABAABBBABABA,AAABAABBBABABAA,..........
AAAABAABCBBB,AAAABAABCBBBB,EE........
AAABBAAABAAACB,AAABBAAABAAACBB,E.........
AAABBBACBABAAAA,AAABBBACBABAAAAC,E...EE.SS.
AAABBCABAAABACB,AAABBCABAAABACBA,EE.SE..S..
AAAAAABAABCCAAA,AAAAAABAABCCAAAA,....E.E..S
AAABAACBABAACAA,AAABAACBABAACAAA,..E...E...
AAAACAACBABAA,AAAACAACBABAAC,..EE..E...
AAABBCABAAACCAB,AAABBCABAAACCABA,...S..S..E
AAABBCBABAAAABC,AAABBCBABAAAABCA,..E....S.S
AAAABAABCBCACAC,AAAABAABCBCACACB,.EE.SSE...
AAABAACABAABBCA,AAABAACABAABBCAC,......S...
AAABBCAAABAAAAB,AAABBCAAABAAAABA,E..E..S..S
AAAACABAAABBABB,AAAACABAAABBABBA,.E..E.....
AAAACAABACAB,AAAACAABACABC,EES...S...
AAAACAAAAAAA,AAAACAAAAAAAB,...E..EE..
AAAAAAAAACBACB,AAAAAAAAACBACBB,SEE.S.E...
AAABAACAABBCBCB,AAABAACAABBCBCBC,S......SE.
AAABAACBABABBB,AAABAACBABABBBB,...E...E..
AAABAABBBABA,AAABAABBBABAA,E..E...SS.
AAAACAABACAA,AAAACAABACAAA,.....E....
AAAACAAABBBBCBA,AAAACAAABBBBCBAB,.E......E.
AAABBCAAAAACAAA,AAABBCAAAAACAAAB,ES........
AAAAAABABBAAAAA,AAAAAABABBAAAAAB,E.....S..E
AAABBBACAACAB,AAABBBACAACABA,E.........
AAABBAB,AAABBABA,......E..S
AAABBAAABBAA,AAABBAAABBAAA,ES........
AAAACAAACAAAAC,AAAACAAACAAAACA,.E....E.E.
AAAACAACBBBAAB,AAAACAACBBBAABB,.EE...ES..
AAABBBACABABAC,AAABBBACABABACA,.E.E.E....
AAAAAABACAAA,AAAAAABACAAAA,.........S
AAABBBCBAACABAA,AAABBBCBAACABAAB,E.........
AAAACAACBCAAAAC,AAAACAACBCAAAACB,.......EEE
AAABBABABBCAABB,AAABBABABBCAABBA,...E...E.E
AAAAAAAAABACABA,AAAAAAAAABACABAC,.EE.E.....
AAABBABABAAB,AAABBABABAABC,.....ESESE
AAABAACBABAACCA,AAABAACBABAACCAA,EEE.ESE...
AAABBCABAABAA,AAABBCABAABAAC,.S.ESS...E
AAAABAABBBAA,AAAABAABBBAAA,..S.....S.
AAAAAAAAACBAAAC,AAAAAAAAACBAAACA,.E..S..S..
AAABBAAAAACAAAB,AAABBAAAAACAAABA,...E...E.S
AAAAAABAABCBCB,AAAAAABAABCBCBB,.......E.S
AAABAAAAAAACABA,AAABAAAAAAACABAC,E..SE.E.S.
AAABBBACCABACAA,AAABBBACCABACAAA,EE...S....
AAAABAABCAB,AAAABAABCABC,.S..E...EE
AAAABAABAAABA,AAAABAABAAABAB,..........
AAABBBBABACABBB,AAABBBBABACABBBB,..ESSE.E..
AAAAAAAABBCB,AAAAAAAABBCBA,.EE......E
AAABBBACBCABACB,AAABBBACBCABACBA,.....S.SSE
AAABBCAAAAAABAB,AAABBCAAAAAABABA,.E...E...E
AAAACAAAAABABCB,AAAACAAAAABABCBA,.SS.SE.E..
AAABBABABCACB,AAABBABABCACBB,S.......S.
AAAAAABABBBCABB,AAAAAABABBBCABBA,EES.......
AAABBBCBABAAABA,AAABBBCBABAAABAA,SEE.E....E
AAAAAAAAACBCBCB,AAAAAAAAACBCBCBA,.....E....
AAABBBACBCBAAAA,AAABBBACBCBAAAAB,.EE..ES..S
AAAACAABACAAAAB,AAAACAABACAAAABA,....S.S...
AAABBBACCAB,AAABBBACCABB,E.....E.S.
AAABBCABCBACBAB,AAABBCABCBACBABC,......SE.S
AAABBBCBABAA,AAABBBCBABAAA,..E.E...E.
AAAACAABAABBABA,AAAACAABAABBABAA,S..E.SES..
AAABBCAAAAACA,AAABBCAAAAACAA,....E.....
AAABBBABA,AAABBBABAB,........S.
AAABBCAAAAAACCB,AAABBCAAAAAACCBB,....SS.EE.
AAABBBBAAACBAAC,AAABBBBAAACBAACA,..SES...E.
AAABBBACABBAC,AAABBBACABBACC,EES..S..E.
AAAACAAAAABABCB,AAAACAAAAABABCBB,......S..E
AAABBAAABCAAAA,AAABBAAABCAAAAC,..........
AAABBCAAAAACBAA,AAABBCAAAAACBAAA,E...E..E.E
AAAAAAAABBCAAA,AAAAAAAABBCAAAB,E..S...EE.
AAAAAABAABCAAA,AAAAAABAABCAAAA,.E..E.E...
AAABAABABACABC,AAABAABABACABCB,..E..S..E.
AAAACAACBBBBAA,AAAACAACBBBBAAB,.E.....E..
AAAACAABAABBBC,AAAACAABAABBBCC,...ES..EE.
AAABAACBABBBCAA,AAABAACBABBBCAAB,.........E
AAABBABABAABB,AAABBABABAABBB,ES.SE...EE
AAAACAAABCACBB,AAAACAAABCACBBA,E.EE......
AAABAACBAAACAA,AAABAACBAAACAAA,....EE..S.
AAABBBBABABBABC,AAABBBBABABBABCB,.S......E.
AAABBBACBAB,AAABBBACBABB,.S.....E..
AAABBBABABBCACA,AAABBBABABBCACAA,.E........
AAAAAAAABABAAB,AAAAAAAABABAABA,EE..E.S...
AAAACAAABAAAAA,AAAACAAABAAAAAA,E.EEE.E.E.
AAAACAAACBBACCB,AAAACAAACBBACCBB,EE..SE.S..
AAAABAABCBBBBA,AAAABAABCBBBBAA,..EE......
AAAACAAABAAA,AAAACAAABAAAA,SE.E.SSE..
AAAAAAAABBABBB,AAAAAAAABBABBBB,........EE
